Finess,Année,Département,Commune,Nom,Catégorie,ivg_2018,medic_2018,tard_2018,% médic.,cat_medic,% tard.,cat_tard,évol_13_18,cat_evol,ivg_2013,ivg_2014,ivg_2015,ivg_2016,ivg_2017,ivg_2018,lat,lon
620000257,2018,PAS-DE-CALAIS,LENS,CH LENS,Centres Hospitaliers,867,460,56,"0,5305651672",moins que la moyenne,"0,0645905421",moins que la moyenne,"0,05990220049",en hausse,818,840,807,926,815,867,50.4401377717896,2.82061192471443
620000323,2018,PAS-DE-CALAIS,CALAIS,CH CALAIS,Centres Hospitaliers,498,391,26,"0,7851405622",plus que la moyenne,"0,05220883534",moins que la moyenne,"0,7473684211",en hausse,285,297,254,349,472,498,50.939255556658,1.8932338575193
620100735,2018,PAS-DE-CALAIS,BETHUNE,CLINIQUE ANNE ARTOIS,Etablissements de Soins de Courte Durée,72,39,1,"0,5416666667",moins que la moyenne,"0,01388888889",moins que la moyenne,"4,142857143",en hausse,14,3,6,1,1,72,50.5401408453463,2.62952687103424
630000412,2018,PUY-DE-DÔME,AMBERT,CENTRE HOSPITALIER D'AMBERT,Centres Hospitaliers,19,19,0,1,plus de 95%,0,pas d'IVG tardives,"0,3571428571",en hausse,14,9,8,17,16,19,45.5525254681039,3.74110572948034
630000446,2018,PUY-DE-DÔME,THIERS,CENTRE HOSPITALIER DE THIERS,Centres Hospitaliers,117,98,4,"0,8376068376",plus que la moyenne,"0,03418803419",moins que la moyenne,"0,02631578947",stable,114,111,116,113,118,117,45.854260336666,3.51630880556583
630781268,2018,PUY-DE-DÔME,CLERMONT-FERRAND,HOPITAL ESTAING - CHU63,Centres Hospitaliers Régionaux,1046,335,38,"0,3202676864",moins que la moyenne,"0,03632887189",moins que la moyenne,"-0,1180438449",en baisse,1186,1138,1068,1103,1023,1046,45.7814593187533,3.11649380440729
630000420,2018,PUY-DE-DÔME,ISSOIRE,CENTRE HOSPITALIER ISSOIRE PAUL ARDIER,Centres Hospitaliers,216,157,6,"0,7268518519",plus que la moyenne,"0,02777777778",moins que la moyenne,"-0,2",en baisse,270,203,248,202,210,216,45.5411249304868,3.25131163789006
630781839,2018,PUY-DE-DÔME,BEAUMONT,HOPITAL PRIVE LA CHATAIGNERAIE,Etablissements de Soins de Courte Durée,198,130,3,"0,6565656566",plus que la moyenne,"0,01515151515",moins que la moyenne,"-0,2877697842",en baisse,278,270,250,269,251,198,45.7527784827874,3.07414913633661
640000162,2018,PYRÉNÉES-ATLANTIQUES,BAYONNE,CH DE LA COTE BASQUE - BAYONNE,Centres Hospitaliers,442,178,23,"0,4027149321",moins que la moyenne,"0,0520361991",moins que la moyenne,"-0,3262195122",en baisse,656,627,655,595,507,442,43.4831123692061,-1.48230732693143
640000600,2018,PYRÉNÉES-ATLANTIQUES,PAU,CENTRE HOSPITALIER DE PAU,Centres Hospitaliers,536,175,76,"0,3264925373",moins que la moyenne,"0,1417910448",plus que la moyenne,"-0,1915535445",en baisse,663,716,627,520,526,536,43.3255153471604,-0.356721857915461
640000402,2018,PYRÉNÉES-ATLANTIQUES,ORTHEZ,CENTRE HOSPITALIER D'ORTHEZ,Centres Hospitaliers,59,59,0,1,plus de 95%,0,pas d'IVG tardives,"0,2826086957",en hausse,46,53,50,50,37,59,43.480802155269,-0.773742885781847
640780946,2018,PYRÉNÉES-ATLANTIQUES,PAU,POLYCLINIQUE DE NAVARRE,Etablissements de Soins de Courte Durée,93,73,3,"0,7849462366",plus que la moyenne,"0,03225806452",moins que la moyenne,"-0,3961038961",en baisse,154,119,101,118,105,93,43.3237290971032,-0.350187485905235
640017646,2018,PYRÉNÉES-ATLANTIQUES,ST PALAIS,CENTRE HOSPITALIER DE SAINT-PALAIS,Centres Hospitaliers,20,18,0,"0,9",plus que la moyenne,0,pas d'IVG tardives,,nouvel établissement,,11,6,9,17,20,43.3260077009068,-1.02941014023068
640018206,2018,PYRÉNÉES-ATLANTIQUES,BAYONNE,CAPIO CLINIQUE BELHARRA,Etablissements de Soins de Courte Durée,96,0,3,0,aucune,"0,03125",moins que la moyenne,,nouvel établissement,,,57,134,121,96,43.4929297498912,-1.47486588814476
650000417,2018,HAUTES-PYRÉNÉES,TARBES,CH BIGORRE SITE GESPE TARBES,Centres Hospitaliers,326,195,34,"0,5981595092",plus que la moyenne,"0,1042944785",plus que la moyenne,"0,02194357367",stable,319,302,319,308,325,326,43.2289031202707,0.0560415858166043
650000045,2018,HAUTES-PYRÉNÉES,LOURDES,CH LOURDES,Centres Hospitaliers,9,6,1,"0,6666666667",plus que la moyenne,"0,1111111111",plus que la moyenne,"-0,9134615385",en forte baisse,104,96,54,23,6,9,43.0997546577326,-0.0453528449809471
650784218,2018,HAUTES-PYRÉNÉES,LANNEMEZAN,CMC HOPITAUX DE LANNEMEZAN,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,7,7,0,1,plus de 95%,0,pas d'IVG tardives,"-0,8444444444",en forte baisse,45,35,7,1,,7,43.125497122513,0.383954538107171
650780679,2018,HAUTES-PYRÉNÉES,TARBES,CLINIQUE ORMEAU SITE CENTRE,Etablissements de Soins de Courte Durée,145,129,5,"0,8896551724",plus que la moyenne,"0,03448275862",moins que la moyenne,"0,106870229",en hausse,131,207,220,178,126,145,43.2245731245659,0.0772923297985357
660780669,2018,PYRÉNÉES-ORIENTALES,PERPIGNAN,CLINIQUE NOTRE DAME D'ESPERANCE,Etablissements de Soins de Courte Durée,537,401,6,"0,7467411546",plus que la moyenne,"0,01117318436",moins que la moyenne,"0,8517241379",en hausse,290,263,256,342,366,537,42.6986784376863,2.89588137955555
660780784,2018,PYRÉNÉES-ORIENTALES,PERPIGNAN,CLINIQUE ST PIERRE,Etablissements de Soins de Courte Durée,71,5,3,"0,07042253521",moins que la moyenne,"0,04225352113",moins que la moyenne,"-0,5234899329",en forte baisse,149,105,129,99,94,71,42.6960919712256,2.86473844016581
660000084,2018,PYRÉNÉES-ORIENTALES,PERPIGNAN,CH ST JEAN,Centres Hospitaliers,1079,785,81,"0,7275254866",plus que la moyenne,"0,0750695088",plus que la moyenne,"-0,1893313298",en baisse,1331,1394,1241,1330,1193,1079,42.7233904875126,2.8895679247932
670000397,2018,BAS-RHIN,SELESTAT,CENTRE HOSPITALIER DE SELESTAT,Centres Hospitaliers,199,192,2,"0,9648241206",plus de 95%,"0,01005025126",moins que la moyenne,"-0,1233480176",en baisse,227,220,222,214,235,199,48.2630694393729,7.4354678969789
670000405,2018,BAS-RHIN,OBERNAI,HOPITAL CIVIL D'OBERNAI,Centres Hospitaliers,17,17,0,1,plus de 95%,0,pas d'IVG tardives,"0,3076923077",en hausse,13,19,5,,,17,48.4631598914486,7.48006634308893
670018068,2018,BAS-RHIN,STRASBOURG,CLINIQUE RHENA GCS ES,Autres Etablissements Relevant de la Loi Hospitalière,15,10,0,"0,6666666667",plus que la moyenne,0,pas d'IVG tardives,,nouvel établissement,,,,,13,15,48.5716055001827,7.79398748482608
670780113,2018,BAS-RHIN,SCHILTIGHEIM,CMCO,Centres Hospitaliers Régionaux,1227,906,81,"0,7383863081",plus que la moyenne,"0,06601466993",moins que la moyenne,"0,5073710074",en hausse,814,1044,853,982,1099,1227,48.6007670372061,7.74914200071313
670780170,2018,BAS-RHIN,STRASBOURG,CLINIQUE DE L'ORANGERIE,Etablissements de Soins de Courte Durée,20,20,1,1,plus de 95%,"0,05",moins que la moyenne,4,en hausse,4,1,,,53,20,48.5879807932804,7.76499080057076
670783273,2018,BAS-RHIN,STRASBOURG,HOPITAL DE HAUTEPIERRE,Centres Hospitaliers Régionaux,821,797,34,"0,9707673569",plus de 95%,"0,04141291108",moins que la moyenne,"-0,2283834586",en baisse,1064,771,845,816,777,821,48.5992799299182,7.69854108846744
670000165,2018,BAS-RHIN,SAVERNE,CH SAINTE-CATHERINE DE SAVERNE,Centres Hospitaliers,166,133,9,"0,8012048193",plus que la moyenne,"0,05421686747",moins que la moyenne,"0,05063291139",en hausse,158,168,166,150,147,166,48.7472569874004,7.35142895724381
670000157,2018,BAS-RHIN,HAGUENAU,CENTRE HOSPITALIER DE HAGUENAU,Centres Hospitaliers,329,275,11,"0,8358662614",plus que la moyenne,"0,03343465046",moins que la moyenne,"-0,006042296073",stable,331,374,296,316,313,329,48.7989451159282,7.77942631943551
670000272,2018,BAS-RHIN,WISSEMBOURG,CH INTERCOMMUNAL DE LA LAUTER,Centres Hospitaliers,48,38,0,"0,7916666667",plus que la moyenne,0,pas d'IVG tardives,"-0,2941176471",en baisse,68,56,48,58,61,48,49.0402687919875,7.93334374626555
680000544,2018,HAUT-RHIN,ALTKIRCH,CENTRE HOSPITALIER D'ALTKIRCH,Centres Hospitaliers,117,102,1,"0,8717948718",plus que la moyenne,"0,008547008547",moins que la moyenne,"0,9830508475",en hausse,59,94,96,116,103,117,47.6239727649619,7.25024805451627
680004546,2018,HAUT-RHIN,MULHOUSE,HOPITAL EMILE MULLER,Centres Hospitaliers,1093,964,67,"0,8819762123",plus que la moyenne,"0,06129917658",moins que la moyenne,,nouvel établissement,,,,,,1093,47.7508262864792,7.33587068392134
680020088,2018,HAUT-RHIN,ST LOUIS,NOUVELLE CLINIQUE DES TROIS FRONTIERES,Autres Etablissements Relevant de la Loi Hospitalière,1,1,0,1,plus de 95%,0,pas d'IVG tardives,,nouvel établissement,,,,26,62,1,47.5824681664373,7.55209252022708
680000684,2018,HAUT-RHIN,COLMAR,HOPITAL LOUIS PASTEUR,Centres Hospitaliers,471,345,49,"0,7324840764",plus que la moyenne,"0,1040339703",plus que la moyenne,,nouvel établissement,,,,,470,471,48.0754805474469,7.34210067948039
680000700,2018,HAUT-RHIN,GUEBWILLER,CENTRE HOSPITALIER DE GUEBWILLER,Centres Hospitaliers,4,4,0,1,plus de 95%,0,pas d'IVG tardives,"-0,8181818182",en forte baisse,22,12,14,,,4,47.908626198659,7.21534008249831
680000601,2018,HAUT-RHIN,THANN,HOPITAL DE THANN,Centres Hospitaliers,85,76,3,"0,8941176471",plus que la moyenne,"0,03529411765",moins que la moyenne,"-0,08602150538",en baisse,93,94,118,106,105,85,47.8134980273186,7.09670493687153
690000013,2018,RHÔNE,GIVORS,CENTRE HOSPITALIER MONTGELAS,Centres Hospitaliers,100,70,1,"0,7",plus que la moyenne,"0,01",moins que la moyenne,"-0,05660377358",en baisse,106,117,116,97,93,100,45.5991975290218,4.76694528649759
690007539,2018,RHÔNE,BRON,HOPITAL FEMME MERE ENFANT - HCL,Centres Hospitaliers Régionaux,824,499,69,"0,6055825243",plus que la moyenne,"0,08373786408",plus que la moyenne,"-0,3989788476",en baisse,1371,1254,1237,1122,1051,824,45.7482030307144,4.89699482438207
690022959,2018,RHÔNE,LYON,HOPITAL PRIVE NATECIA,Etablissements de Soins de Courte Durée,380,188,7,"0,4947368421",moins que la moyenne,"0,01842105263",moins que la moyenne,,nouvel établissement,,511,432,498,484,380,45.7415334778628,4.88364172713626
690780416,2018,RHÔNE,VENISSIEUX,GPE HOSP MUTUALISTE LES PORTES DU SUD,Etablissements de Soins de Courte Durée,123,39,4,"0,3170731707",moins que la moyenne,"0,0325203252",moins que la moyenne,"-0,2407407407",en baisse,162,151,122,128,113,123,45.6863846677977,4.87462278534983
690783154,2018,RHÔNE,LYON 03,HOPITAL EDOUARD HERRIOT - HCL,Centres Hospitaliers Régionaux,1715,846,14,"0,4932944606",moins que la moyenne,"0,008163265306",moins que la moyenne,"-0,06386462882",en baisse,1832,1675,1492,1496,1547,1715,45.7433962559715,4.87996927968727
690784137,2018,RHÔNE,PIERRE BENITE,HOPITAL LYON SUD - HCL,Centres Hospitaliers Régionaux,498,168,67,"0,3373493976",moins que la moyenne,"0,1345381526",plus que la moyenne,"-0,1154529307",en baisse,563,400,520,507,516,498,45.7033900583829,4.80526628352419
690784152,2018,RHÔNE,LYON 04,HOPITAL CROIX-ROUSSE - HCL,Centres Hospitaliers Régionaux,1136,496,118,"0,4366197183",moins que la moyenne,"0,1038732394",plus que la moyenne,"0,3072497123",en hausse,869,983,1001,968,1058,1136,45.7789827575104,4.82383404566165
690807599,2018,RHÔNE,VAULX EN VELIN,CLINIQUE DE L'UNION,Etablissements de Soins de Courte Durée,103,39,8,"0,3786407767",moins que la moyenne,"0,07766990291",plus que la moyenne,"-0,2896551724",en baisse,145,125,120,109,101,103,45.7902335292469,4.92451321578661
690000575,2018,RHÔNE,GLEIZE,CH NORD OUEST - VILLEFRANCHE,Centres Hospitaliers,481,391,19,"0,8128898129",plus que la moyenne,"0,0395010395",moins que la moyenne,"0,821969697",en hausse,264,288,350,355,457,481,46.0055876388591,4.69082439617806
690000021,2018,RHÔNE,STE FOY LES LYON,CENTRE HOSPITALIER SAINTE FOY LES LYON,Centres Hospitaliers,154,85,8,"0,5519480519",moins que la moyenne,"0,05194805195",moins que la moyenne,"-0,1046511628",en baisse,172,221,150,175,149,154,45.7314515837625,4.79406684508672
690000625,2018,RHÔNE,TARARE,CH NORD OUEST - TARARE,Centres Hospitaliers,53,30,0,"0,5660377358",moins que la moyenne,0,pas d'IVG tardives,"-0,4111111111",en baisse,90,73,93,92,75,53,45.8967562695585,4.43342481070038
700780059,2018,HAUTE-SAÔNE,LUXEUIL LES BAINS,GH HAUTE SAONE SITE LUXEUIL,Centres Hospitaliers,27,27,0,1,plus de 95%,0,pas d'IVG tardives,"1,7",en hausse,10,5,9,15,15,27,47.8220793548474,6.37857238795186
700780208,2018,HAUTE-SAÔNE,LURE,GH HAUTE SAONE SITE LURE,Centres Hospitaliers,20,18,0,"0,9",plus que la moyenne,0,pas d'IVG tardives,"-0,2",en baisse,25,11,6,21,23,20,47.6814639892977,6.50075148084956
700000029,2018,HAUTE-SAÔNE,VESOUL,GH HAUTE SAONE SITE VESOUL,Centres Hospitaliers,273,215,18,"0,7875457875",plus que la moyenne,"0,06593406593",moins que la moyenne,"0,3062200957",en hausse,209,137,134,178,134,273,47.6353929945739,6.13931575334966
710010067,2018,SAÔNE-ET-LOIRE,PARAY LE MONIAL,CH PARAY LE MONIAL LES CHARMES,Centres Hospitaliers,136,120,4,"0,8823529412",plus que la moyenne,"0,02941176471",moins que la moyenne,"-0,01449275362",stable,138,158,128,133,129,136,46.465308451713,4.10404181147273
710978347,2018,SAÔNE-ET-LOIRE,LE CREUSOT,HOTEL DIEU DU CREUSOT,Etablissements de Soins de Courte Durée,118,72,5,"0,6101694915",plus que la moyenne,"0,04237288136",moins que la moyenne,"0,5526315789",en hausse,76,83,86,96,112,118,46.8029971300107,4.44782696537775
710010786,2018,SAÔNE-ET-LOIRE,AUTUN,CH AUTUN SITE PARPAS,Centres Hospitaliers,68,40,3,"0,5882352941",moins que la moyenne,"0,04411764706",moins que la moyenne,"-0,2359550562",en baisse,89,77,71,76,60,68,46.9518923506509,4.29224597383133
710978263,2018,SAÔNE-ET-LOIRE,CHALON SUR SAONE,CH WILLIAM MOREY CHALON SUR SAONE,Centres Hospitaliers,411,216,32,"0,5255474453",moins que la moyenne,"0,07785888078",plus que la moyenne,"0,04846938776",stable,392,413,390,360,401,411,46.7761331932975,4.84143246917676
710978289,2018,SAÔNE-ET-LOIRE,MACON,CH LES CHANAUX MACON,Centres Hospitaliers,341,156,16,"0,4574780059",moins que la moyenne,"0,04692082111",moins que la moyenne,"-0,2285067873",en baisse,442,422,344,367,329,341,46.3143365821682,4.81544800758266
710978313,2018,SAÔNE-ET-LOIRE,MONTCEAU LES MINES,CENTRE HOSPITALIER JEAN BOUVERI,Centres Hospitaliers,47,44,0,"0,9361702128",plus que la moyenne,0,pas d'IVG tardives,"-0,6147540984",en forte baisse,122,91,95,86,81,47,46.6741215109481,4.362976887561
720000231,2018,SARTHE,LE MANS,CLINIQUE DU TERTRE ROUGE,Etablissements de Soins de Courte Durée,132,92,3,"0,696969697",plus que la moyenne,"0,02272727273",moins que la moyenne,"0,8591549296",en hausse,71,90,135,129,140,132,47.9665636845288,0.224058847333427
720000033,2018,SARTHE,LE MANS,CENTRE HOSPITALIER DU MANS,Centres Hospitaliers,976,496,81,"0,5081967213",moins que la moyenne,"0,08299180328",plus que la moyenne,"-0,1135331517",en baisse,1101,1002,973,952,863,976,48.0129112089352,0.177146957796021
720016179,2018,SARTHE,LE BAILLEUL,POLE SANTE SARTHE ET LOIR,Centres Hospitaliers,30,21,1,"0,7",plus que la moyenne,"0,03333333333",moins que la moyenne,"-0,7115384615",en forte baisse,104,108,64,87,66,30,47.7742684876051,-0.206819593395451
730000247,2018,SAVOIE,BOURG ST MAURICE,CH DE BOURG ST MAURICE,Centres Hospitaliers,176,162,2,"0,9204545455",plus que la moyenne,"0,01136363636",moins que la moyenne,"0,5042735043",en hausse,117,112,104,128,123,176,45.6167576590247,6.76444047975908
730000262,2018,SAVOIE,ALBERTVILLE,CH D'ALBERTVILLE,Centres Hospitaliers,145,110,5,"0,7586206897",plus que la moyenne,"0,03448275862",moins que la moyenne,"-0,462962963",en baisse,270,271,253,223,245,145,45.6689560677847,6.36911855149945
730000031,2018,SAVOIE,CHAMBERY,CHMS CHAMBERY NH,Centres Hospitaliers,377,121,69,"0,3209549072",moins que la moyenne,"0,1830238727",plus que la moyenne,"-0,04071246819",stable,393,430,395,472,401,377,45.56459458766,5.91777882622349
730000098,2018,SAVOIE,AIX LES BAINS,CHMS AIX GRAND PORT,Centres Hospitaliers,91,45,4,"0,4945054945",moins que la moyenne,"0,04395604396",moins que la moyenne,"0,03409090909",stable,88,80,87,85,76,91,45.6968759847008,5.90712507871449
730000080,2018,SAVOIE,ST JEAN DE MAURIENNE,CH DE SAINT JEAN DE MAURIENNE,Centres Hospitaliers,99,84,2,"0,8484848485",plus que la moyenne,"0,0202020202",moins que la moyenne,"0,1123595506",en hausse,89,87,96,86,77,99,45.2784120009819,6.34325865636254
740000237,2018,HAUTE-SAVOIE,PRINGY,CH ANNECY-GENEVOIS SITE ANNECY,Centres Hospitaliers,567,209,54,"0,3686067019",moins que la moyenne,"0,09523809524",plus que la moyenne,"-0,1782608696",en baisse,690,707,653,588,580,567,45.9464556066065,6.12189181435393
740780424,2018,HAUTE-SAVOIE,ANNECY,CLINIQUE GENERALE,Etablissements de Soins de Courte Durée,14,0,1,0,aucune,"0,07142857143",plus que la moyenne,"-0,6956521739",en forte baisse,46,18,20,17,19,14,45.89632155519,6.12712480896265
740781141,2018,HAUTE-SAVOIE,CONTAMINE SUR ARVE,CENTRE HOSPITALIER ALPES LEMAN,Centres Hospitaliers,503,316,49,"0,6282306163",plus que la moyenne,"0,09741550696",plus que la moyenne,"0,2419753086",en hausse,405,405,372,414,465,503,46.1469842441063,6.3198197374274
740000302,2018,HAUTE-SAVOIE,ST JULIEN EN GENEVOIS CEDE,CH ANNECY-GENEVOIS SITE ST JULIEN EN G,Centres Hospitaliers,346,227,16,"0,6560693642",plus que la moyenne,"0,04624277457",moins que la moyenne,"-0,1601941748",en baisse,412,320,350,340,262,346,46.1460302820383,6.08072795997378
740000328,2018,HAUTE-SAVOIE,THONON LES BAINS,HOPITAUX DU LEMAN,Centres Hospitaliers,368,305,8,"0,8288043478",plus que la moyenne,"0,02173913043",moins que la moyenne,"-0,1578947368",en baisse,437,444,416,392,415,368,46.3591411951142,6.47962584904538
740014345,2018,HAUTE-SAVOIE,ANNEMASSE,HOPITAL PRIVE PAYS DE SAVOIE,Etablissements de Soins de Courte Durée,123,98,1,"0,7967479675",plus que la moyenne,"0,008130081301",moins que la moyenne,"-0,3560209424",en baisse,191,174,168,102,95,123,46.1874883153489,6.22320478894696
740781224,2018,HAUTE-SAVOIE,SALLANCHES,HÔPITAUX DU MONT BLANC SITE SALLANCHES,Centres Hospitaliers,342,283,15,"0,8274853801",plus que la moyenne,"0,04385964912",moins que la moyenne,"0,4132231405",en hausse,242,302,284,287,281,342,45.9355295765007,6.64275202313272
750100075,2018,PARIS,PARIS,HU SAINT LOUIS SITE SAINT LOUIS APHP,Centres Hospitaliers Régionaux,680,241,52,"0,3544117647",moins que la moyenne,"0,07647058824",plus que la moyenne,"0,231884058",en hausse,552,618,612,636,631,680,48.8728111911351,2.36974621795578
750100125,2018,PARIS,PARIS,HU PITIE SALPETRIERE APHP,Centres Hospitaliers Régionaux,1050,453,85,"0,4314285714",moins que la moyenne,"0,08095238095",plus que la moyenne,"-0,02867715079",stable,1081,1115,1000,1072,1055,1050,48.8401867621783,2.36319469988341
750100166,2018,PARIS,PARIS,HU PARIS CENTRE SITE COCHIN APHP,Centres Hospitaliers Régionaux,2155,989,182,"0,4589327146",moins que la moyenne,"0,08445475638",plus que la moyenne,"-0,02884182064",stable,2219,2131,2075,1995,2083,2155,48.8372218590234,2.33871953961247
750100109,2018,PARIS,PARIS,HU EST PARISIEN SITE TROUSSEAU APHP,Centres Hospitaliers Régionaux,476,177,68,"0,3718487395",moins que la moyenne,"0,1428571429",plus que la moyenne,"0,2864864865",en hausse,370,447,471,445,441,476,48.8427632946007,2.4052760145662
750100232,2018,PARIS,PARIS,HU PARIS NORD SITE BICHAT APHP,Centres Hospitaliers Régionaux,463,167,48,"0,3606911447",moins que la moyenne,"0,1036717063",plus que la moyenne,"-0,3515406162",en baisse,714,746,680,621,587,463,48.8991104199906,2.33083491997901
750100273,2018,PARIS,PARIS,HU EST PARISIEN SITE TENON APHP,Centres Hospitaliers Régionaux,611,381,39,"0,6235679214",plus que la moyenne,"0,06382978723",moins que la moyenne,"-0,03015873016",stable,630,689,721,682,639,611,48.8657227059205,2.40075810973818
750150013,2018,PARIS,PARIS,HOPITAL PIERRE ROUQUES LES BLUETS,Etablissements de Soins de Courte Durée,1071,399,138,"0,3725490196",moins que la moyenne,"0,1288515406",plus que la moyenne,"-0,02989130435",stable,1104,1121,1262,1226,1131,1071,48.8431293235575,2.40636053252683
750150104,2018,PARIS,PARIS,INSTITUT MUTUALISTE MONTSOURIS,Etablissements de Soins de Courte Durée,309,106,29,"0,3430420712",moins que la moyenne,"0,09385113269",plus que la moyenne,"-0,3680981595",en baisse,489,500,476,415,379,309,48.8218668150708,2.33256316095788
750300840,2018,PARIS,PARIS,CLINIQUE DE LA MUETTE,Etablissements de Soins de Courte Durée,58,23,0,"0,3965517241",moins que la moyenne,0,pas d'IVG tardives,"-0,4912280702",en baisse,114,103,101,63,72,58,48.8603195903615,2.27779857348365
750300931,2018,PARIS,PARIS,CLINIQUE STE THERESE,Etablissements de Soins de Courte Durée,65,0,3,0,aucune,"0,04615384615",moins que la moyenne,"-0,5608108108",en forte baisse,148,125,88,83,56,65,48.8865153888708,2.30247049472392
750301145,2018,PARIS,PARIS,CLINIQUE DU MONT LOUIS,Etablissements de Soins de Courte Durée,197,138,2,"0,7005076142",plus que la moyenne,"0,01015228426",moins que la moyenne,"-0,2862318841",en baisse,276,265,226,163,271,197,48.8571946331421,2.38593471280224
750803447,2018,PARIS,PARIS,HU PARIS OUEST SITE G POMPIDOU APHP,Centres Hospitaliers Régionaux,252,0,60,0,aucune,"0,2380952381",plus que la moyenne,"-0,247761194",en baisse,335,320,315,269,252,252,48.8396393290483,2.27374011764851
750803454,2018,PARIS,PARIS,HU ROBERT DEBRE APHP,Centres Hospitaliers Régionaux,79,5,12,"0,06329113924",moins que la moyenne,"0,1518987342",plus que la moyenne,"-0,2547169811",en baisse,106,131,87,96,82,79,48.8785538646886,2.40298978042317
750300410,2018,PARIS,PARIS,CLINIQUE JEANNE D ARC,Etablissements de Soins de Courte Durée,165,,9,0,aucune,"0,05454545455",moins que la moyenne,"-0,5272206304",en forte baisse,349,331,241,196,190,165,48.8263932099226,2.36761442060575
750100042,2018,PARIS,PARIS,HU SAINT LOUIS SITE LARIBOISIERE APHP,Centres Hospitaliers Régionaux,1099,776,66,"0,7060964513",plus que la moyenne,"0,06005459509",moins que la moyenne,"0,01197053407",stable,1086,1151,1108,1059,1045,1099,48.8823137110073,2.35125802762009
760000372,2018,SEINE-MARITIME,LILLEBONNE,CH LILLEBONNE CHI CAUX VALLEE DE SEINE,Centres Hospitaliers,168,132,6,"0,7857142857",plus que la moyenne,"0,03571428571",moins que la moyenne,"0,2727272727",en hausse,132,133,108,143,143,168,49.5190747631014,0.544273371711884
760000463,2018,SEINE-MARITIME,ELBEUF,CH LES FEUGRAIS CHI ELBEUF,Centres Hospitaliers,412,271,40,"0,6577669903",plus que la moyenne,"0,09708737864",plus que la moyenne,"-0,01904761905",stable,420,382,374,352,504,412,49.2921676358003,1.00692274934943
760021329,2018,SEINE-MARITIME,LE HAVRE,HOPITAL PRIVE DE L'ESTUAIRE,Etablissements de Soins de Courte Durée,32,9,0,"0,28125",moins que la moyenne,0,pas d'IVG tardives,"-0,6049382716",en forte baisse,81,81,50,33,30,32,49.5285765951928,0.103266676132986
760025312,2018,SEINE-MARITIME,ROUEN,CLINIQUE MATHILDE ROUEN,Etablissements de Soins de Courte Durée,59,0,2,0,aucune,"0,03389830508",moins que la moyenne,"0,1568627451",en hausse,51,54,27,61,22,59,49.4284518367639,1.09490744445953
760780197,2018,SEINE-MARITIME,ST AUBIN SUR SCIE,CLINIQUE LES AUBEPINES ST-AUBIN-S/SCIE,Etablissements de Soins de Courte Durée,24,0,0,0,aucune,0,pas d'IVG tardives,"-0,7362637363",en forte baisse,91,36,32,21,32,24,49.8985557622499,1.07619546836638
760780791,2018,SEINE-MARITIME,LE HAVRE,CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE,Etablissements de Soins de Courte Durée,20,13,3,"0,65",plus que la moyenne,"0,15",plus que la moyenne,"-0,9029126214",en forte baisse,206,164,132,110,84,20,49.487784808832,0.135243260065397
760805770,2018,SEINE-MARITIME,MONTIVILLIERS,HOPITAL JACQUES MONOD CH LE HAVRE,Centres Hospitaliers,508,346,56,"0,6811023622",plus que la moyenne,"0,1102362205",plus que la moyenne,"0,1115973742",en hausse,457,492,542,574,550,508,49.5286107714245,0.182230267490573
760000018,2018,SEINE-MARITIME,DIEPPE,CH DIEPPE,Centres Hospitaliers,220,177,1,"0,8045454545",plus que la moyenne,"0,004545454545",moins que la moyenne,"-0,1505791506",en baisse,259,189,232,228,228,220,49.9207655081605,1.07863057223004
760000158,2018,SEINE-MARITIME,ROUEN,HOPITAL CHARLES NICOLLE CHU ROUEN,Centres Hospitaliers Régionaux,708,293,76,"0,4138418079",moins que la moyenne,"0,1073446328",plus que la moyenne,"-0,1561382598",en baisse,839,773,786,799,718,708,49.4409516942572,1.10729754955207
760000182,2018,SEINE-MARITIME,MONT ST AIGNAN,CH DU BELVEDERE MONT-SAINT-AIGNAN,Centres Hospitaliers,606,325,46,"0,5363036304",moins que la moyenne,"0,07590759076",plus que la moyenne,"-0,1217391304",en baisse,690,741,729,649,667,606,49.4588751195779,1.08061917947098
760000364,2018,SEINE-MARITIME,FECAMP,CHI DU PAYS DES HAUTES FALAISES FECAMP,Centres Hospitaliers,120,86,1,"0,7166666667",plus que la moyenne,"0,008333333333",moins que la moyenne,"0,01694915254",stable,118,147,145,125,124,120,49.7458090054039,0.38673626785712
770000131,2018,SEINE-ET-MARNE,COULOMMIERS,CH DE COULOMMIERS,Centres Hospitaliers,196,170,2,"0,8673469388",plus que la moyenne,"0,01020408163",moins que la moyenne,"-0,07981220657",en baisse,213,180,165,178,190,196,48.8272498711734,3.09568609602037
770000156,2018,SEINE-ET-MARNE,MELUN,CH MELUN MARC JACQUET,Centres Hospitaliers,376,196,52,"0,5212765957",moins que la moyenne,"0,1382978723",plus que la moyenne,"-0,3825944171",en baisse,609,561,572,489,487,376,48.5390318602431,2.66664752794313
770000149,2018,SEINE-ET-MARNE,FONTAINEBLEAU,CH DE FONTAINEBLEAU,Centres Hospitaliers,273,238,16,"0,8717948718",plus que la moyenne,"0,05860805861",moins que la moyenne,"-0,292746114",en baisse,386,321,377,373,364,273,48.4118633944989,2.69630020128218
