Nom,Structure,Methodes Pratiquees,Horaires,Lien,Adresse,Ville,Dép.,Rég.
Dr Omar FLICI,Cabinet médical,IVG médicamenteuse,01 44 73 00 83 ,https://www.ivglesadresses.org/centre_davortement/dr-omar-flici/,31 cours de Vincennes,"75020, PARIS",75,11
Dr Anne SAINT-MARTIN,Cabinet médical,IVG médicamenteuse,05 61 72 35 55 ,https://www.ivglesadresses.org/centre_davortement/dr-anne-saint-martin/,1 avenue des Tilleuls,"31120, ROQUES",31,76
Dr Lise MOUSSU,Cabinet médical,IVG médicamenteuse,01 43 49 60 32 ,https://www.ivglesadresses.org/centre_davortement/dr-lise-moussu/,"1, rue de la Cour des Noues","75020, PARIS",75,11
Centre Hospitalier de Longjumeau,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Secrétariat;Lundi, mercredi et vendredi;De 9h à 13h et de 14h à 16h;01 64 48 20 20 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 64 54 33 33",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-longjumeau/,159 rue du Président François Mitterrand,"91161, LONGJUMEAU",91,11
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 31 57 14 31 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-5/,"25, Avenue du 6 Juin","14000, Caen",14,28
Hôpital Bluets-Trousseau (Paris),Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;Par téléphone 9h30-12h30 et 14h-17h;Accueil sur place 9h-18h;01 53 36 41 08 ,https://www.ivglesadresses.org/centre_davortement/hopital-trousseau-gcs-bluets-trousseau/,4 rue Lasson,"75012, PARIS",75,11
Dr Hélène RUSQUES,Cabinet médical,IVG médicamenteuse,05 61 98 61 22 ,https://www.ivglesadresses.org/centre_davortement/dr-helene-rusques/,"17,Rue des Écoles","31360, SAINT-MARTORY",31,76
Dr Nathalie SEINCE / Hôpital Privé de Seine-Saint-Denis,Hôpital privé,IVG médicamenteuse,01 45 91 55 94 ,https://www.ivglesadresses.org/centre_davortement/dr-nathalie-seince-hopital-prive-de-seine-saint-denis/,7 avenue Henri Barbusse,"93150, LE BLANC-MESNIL",93,11
Dr Stéphanie HENRY,Cabinet médical,IVG médicamenteuse,02 31 92 18 39 ,https://www.ivglesadresses.org/centre_davortement/dr-stephanie-henry/,9 rue Saint Quentin,"14400, Bayeux",14,28
Dr Jean-François PATTE,Cabinet médical,IVG médicamenteuse,05 61 42 88 86 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-francois-patte/,"7, place du Fer à Cheval","31300, TOULOUSE",31,76
Delphine Besson,Cabinet médical,IVG médicamenteuse,04 50 23 68 93 ,https://www.ivglesadresses.org/centre_davortement/delphine-besson/,14 Avenue des Ebeaux,"74350, Cruseilles",74,84
Centre de PMI et de Planification Christophe Colomb,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Ouvert;Du lundi au vendredi de 8h30 à 17h;(8h30 à 12h et 13h30 à 17h30 pendant les congés scolaires);01 48 53 09 12 Consultations de gynécologie, pré et postnatale, planification familiale, gratuites et sur rendez-vous.;Examens gynécologiques habituels, mise à disposition de préservatifs masculins et féminins, moyens de contraception d’urgence. Présence d'une conseillère conjugale et familiale.;Lundi de 13h à 15h - Vendredi de 14h à 16h",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-orly/,"15, rue Christophe Colomb","94310, ORLY",94,11
Centre de PMI et de Planification,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 75 68 27 Consultations sur RDV;Conseillère conjugale et familiale: mardi après midi et vendredi toute la journée;Gynécologue: vendredi toute la journée;Sage-femme: lundi matin et jeudi matin,https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-7/,"17, rue Jean Macé","94120, FONTENAY-SOUS-BOIS",94,11
Marie-Laure WARIN,Cabinet sage-femme,IVG médicamenteuse,06 82 74 47 54 ,https://www.ivglesadresses.org/centre_davortement/marie-laure-warin/,10 Rue Jean Jaurès,"54640, Tucquegnieux",54,44
Hôpital Privé de Marne Chantereine,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Secrétariat;Du lundi au vendredi de 8h à 20h;Le samedi de 8h à 13h;01 64 72 74 31 Consultations IVG sur RDV;Du lundi au vendredi;Standard: 0 826 30 00 77 (Coût d’un appel: 0,15€ TTC/min)",https://www.ivglesadresses.org/centre_davortement/hopital-prive-de-marne-chantereine/,Rue Curie,"77177, BROU-SUR-CHANTEREINE",77,11
Centre de Planification et d’Education Familiale,Centre de Planification et d'Education Familiale,,01 34 33 58 65 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification/,"6, allée des Promeneurs","95330, DOMONT",95,11
Coralie Langris-Forest,Cabinet médical,IVG médicamenteuse,02 33 67 69 67 ,https://www.ivglesadresses.org/centre_davortement/coralie-langris-forest/,Rue Jean Monnet,"61200, Argentan",61,28
Dr Josette LARTIGUE SLIM,Cabinet médical,IVG médicamenteuse,Du lundi au vendredi 8h30-12h30 et 14h-18h;Le samedi 9h-12h;02 97 46 97 60 ,https://www.ivglesadresses.org/centre_davortement/dr-josette-lartigue-slim/,"106, avenue de la Marne","56000, VANNES",56,53
Centre de PMI et de Planification Ampère,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Ouvert;Du lundi au vendredi de 8h30 à 17h;01 48 61 87 99 Consultations sur RDV;Pédiatrie, Gynécologie, Suivi de grossesse, Sage-Femme, Psychologue, Conseillère conjugale",https://www.ivglesadresses.org/centre_davortement/centre-pmi-ampere/,"1, Allée Ampère","93290, TREMBLAY-EN-FRANCE",93,11
Sandrine MARTIN,Cabinet sage-femme,IVG médicamenteuse,06 20 61 36 31 ,https://www.ivglesadresses.org/centre_davortement/sandrine-martin-2/,16 Rue Jacques Roudil,"31300, Toulouse",31,76
Dr Alice LAPLANTE,Cabinet médical,IVG médicamenteuse,01 43 07 54 15 ,https://www.ivglesadresses.org/centre_davortement/dr-alice-laplante/,25 rue de Fécamp,"75012, PARIS",75,11
Dr Lydie PACTEAU,Cabinet médical,IVG médicamenteuse,04 76 89 11 27 ,https://www.ivglesadresses.org/centre_davortement/dr-lydie-pacteau/,3 Place Paul Vallier,"38000, GRENOBLE",38,84
Centre de Planification et d’Education Familiale STENAY,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.80.32.34 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-stenay/,"3, rue de Verdun","55700, STENAY",55,44
Groupe Hospitalier La Rochelle-Ré-Aunis,Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Ouverture du Centre d'orthogénie;Lundi, mercredi, jeudi et vendredi de 8h30 à 16h et mardi matin de 8h30 à 12h;Prise de rendez-vous: 05 46 45 52 24 Consultations IVG sur RDV;Standard 05 46 45 50 50",https://www.ivglesadresses.org/centre_davortement/groupe-hospitalier-la-rochelle-re-aunis/,1er étage du Pôle Femme Enfant,"17000, LA ROCHELLE",17,75
CPEF La Rochelle,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Ouverture du centre;Lundi, mercredi, jeudi, vendredi - De 10h à 18h;05 17 83 42 51 Consultations médicales pour la contraception;Information sur la sexualité et l'éducation familiale;Entretiens de conseil conjugal et familial pour la préparation à la vie de couple et à la fonction parentale;Entretiens préalables à l'I.V.G.;Entretiens post I.V.G.",https://www.ivglesadresses.org/centre_davortement/cpef-la-rochelle/,Maison de la Charente-Maritime,"17000, LA ROCHELLE",17,75
Dr Agathe SCEMAMA,Cabinet médical,IVG médicamenteuse,01 43 28 37 79 ,https://www.ivglesadresses.org/centre_davortement/dr-agathe-scemama/,15 rue Monge,"75005, PARIS",75,11
Dr Ilana COHEN WALTER,Cabinet médical,IVG médicamenteuse,06 60 87 41 98 ,https://www.ivglesadresses.org/centre_davortement/dr-ilana-cohen-walter/,21 Rue De L'Ourcq,"75019, Paris",75,11
Centre Hospitalier de Coulommiers,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h30;01 64 65 38 94 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 64 65 37 00,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-coulommiers/,4 Rue Gabriel Péri,"77120, COULOMMIERS",77,11
Dr Claire MASSE-NAVETTE,Cabinet médical,IVG médicamenteuse,04 74 92 22 40 ,https://www.ivglesadresses.org/centre_davortement/dr-claire-masse-navette/,9 Place Jean Baptiste,"38690, BIOL",38,84
Dr Jean GIRARD,Cabinet médical,IVG médicamenteuse,01 48 36 01 01 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-girard/,"225, Avenue Jean Jaurès","93300, AUBERVILLIERS",93,11
CHI Eure Seine – Hôpital d’Evreux,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi de 9h à 17h;02 32 33 80 87 ou 02 32 33 84 99 Standard 02 32 33 80 00,https://www.ivglesadresses.org/centre_davortement/chi-eure-seine-hopital-devreux/,Rue Léon Schwartzenberg,"27015, Evreux",27,28
Dr Stéphanie PAVAN-HUMLER,Cabinet médical,IVG médicamenteuse,03 25 29 82 41 ,https://www.ivglesadresses.org/centre_davortement/dr-stephanie-pavan-humler/,Route de Val-Seine,"10110, BAR-SUR-SEINE",10,44
Centre de PMI et de Planification Aristide Briand,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),IVG médicamenteuse,"Accueil;Lundi de 9h à 20h;Mardi, mercredi et jeudi de 9h à 17h;Vendredi de 9h à 16h;01 48 26 68 71 ",https://www.ivglesadresses.org/centre_davortement/centre-pmi-aristide-briand/,"26, avenue Aristide Briand","93240, STAINS",93,11
Dr Sandrine CARRARA – Dr Corinne CRESSENT,Cabinet médical,IVG médicamenteuse,05 61 85 86 87 ,https://www.ivglesadresses.org/centre_davortement/dr-sandrine-carrara-dr-corinne-cressent/,135 Route de Seilh,"31840, AUSSONNE",31,76
Clinique Saint-Nabor,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,0.825.13.57.57 ,https://www.ivglesadresses.org/centre_davortement/clinique-saint-nabor/,"75, rue des Généraux Altmayer","57500, Saint Avold",57,44
Dr Marc SARFATI,Cabinet médical,IVG médicamenteuse,01 43 07 72 06 ,https://www.ivglesadresses.org/centre_davortement/dr-marc-sarfati/,22 rue Crozatier,"75012, PARIS",75,11
Centre Municipal de Santé de Sevran,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi;De 8h45 à 12h15 et de 13h30 à 18h45;01 41 52 46 40 1ère consultation IVG sans RDV toute la semaine;Standard 01 41 52 46 30,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-de-sevran/,4 rue Roger Le Maner,"93270, SEVRAN",93,11
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 33 69 28 00 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-18/,"30, rue de la 30ème division américaine","50140, Mortain",50,28
Polyclinique du parc,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,03.29.79.61.62 03.29.79.58.58,https://www.ivglesadresses.org/centre_davortement/polyclinique-du-parc/,"53, route de Behonne","55000, Bar le Duc",55,44
Centre de planification et d’éducation familiale du Département 78,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Ouvert;Lundi de 13h30 à 18h30;Mardi, mercredi, jeudi de 9h à 12h30 et de 13h30 à 17h30;Vendredi de 9h à 12h30;0 801 802 803 (non surtaxé) prix d'un appel local ou le 01 30 83 61 21 ",https://www.ivglesadresses.org/centre_davortement/centre-de-pmi-de-guyancourt/,4 place Charles de Gaulle (face gare SQY),"78180, MONTIGNY LE BRETONNEUX",78,11
Hôpitaux du Léman,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Accueil;Lundi-Mardi-Jeudi-Vendredi - De 8h30 à 12h;Mercredi - De 8h30 à 12h et de 14h à 17h;04 50 83 28 71 Consultations IVG sur RDV;Du lundi au vendredi de 8h à 13h;04 50 83 20 00,https://www.ivglesadresses.org/centre_davortement/hopitaux-du-leman/,3 rue de la Dame,"74200, THONON-LES-BAINS",74,84
Dr Valérie CARBONNAUX,Cabinet médical,IVG médicamenteuse,01 34 68 13 47 ,https://www.ivglesadresses.org/centre_davortement/dr-valerie-carbonnaux/,25 Rue du Docteur Paul Bruel,"95380, LOUVRES",95,11
Dr Charlotte PARMENT,Cabinet médical,IVG médicamenteuse,Prise de RDV possible sur www.ipso.paris;01 84 20 20 20 ,https://www.ivglesadresses.org/centre_davortement/dr-charlotte-parment/,Cabinet médical IPSO - 323 rue Saint Martin,"75003, PARIS",75,11
Dr Messaouda Marguier,Cabinet médical,IVG médicamenteuse,02 32 28 49 56 ,https://www.ivglesadresses.org/centre_davortement/dr-messaouda-marguier/,Gal St Andre La Madeleine Rue De St Andre,"27000, Evreux",27,28
Dr Jean-Marie Bréchon,Cabinet médical,IVG chirurgicale (anesthésie locale),02 47 59 08 58 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-marie-brechon/,17 Rue Saint-Ours,"37600, Loches",37,24
Centre Hospitalier de Saint-Dié-des-Vosges,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,"03.29.52.83.12 Du lundi au vendredi, 8h30 - 17h30;03.29.52.83.00",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-saint-die-vosges/,"26, rue du Nouvel Hôpital","88100, SAINT-DIE-DES-VOSGES",88,44
CMS Pierre Rouquès,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 45 91 70 04 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-neuilly-sur-marne-2/,"5, Rue Ledru Rollin","93330, NEUILLY-SUR-MARNE",93,11
Hôpital Privé d’Antony,Hôpital privé,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 8h30 à 13h et de 13h30 à 17h30;01 46 74 23 71 Consultations IVG sur RDV;Standard 01 46 74 37 00,https://www.ivglesadresses.org/centre_davortement/hopital-prive-dantony/,1 Rue Velpeau,"92160, ANTONY",92,11
Hôpital Jacques Monod,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;De 8h à 16h30;02 32 73 40 85 Standard 02 32 73 40 85,https://www.ivglesadresses.org/centre_davortement/hopital-jacques-monod/,29 avenue Pierre Mendès,"76290, MONTIVILLIERS",76,28
Centre de PMI et de Planification Créteil,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 99 79 22 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-creteil/,"2, rue Charpy","94000, CRETEIL",94,11
Centre Hospitalier Marc Jacquet,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h;01 64 71 66 30 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 64 71 60 00,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-marc-jacquet/,2 rue Fréteau de Peny - Pavillon Aubergé Rez-de-chaussée,"77011, MELUN",77,11
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 33 89 27 63 02 33 89 27 60,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-11/,"22, Place du Marché","50300, Avranches",50,28
Dr Isabelle Niel,Cabinet médical,IVG médicamenteuse,03 22 33 51 51 ,https://www.ivglesadresses.org/centre_davortement/dr-isabelle-niel/,114 Route De Rouen,"80000, Amiens",80,32
Dr Serge SANANES,Cabinet médical,IVG médicamenteuse,01 53 70 43 20 ,https://www.ivglesadresses.org/centre_davortement/dr-serge-sananes-hopital-americain/,30 Avenue du Président Wilson,"75016, PARIS",75,11
Centre de PMI et de Planification Christophe Colomb,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Ouvert;Du lundi au vendredi de 8h30 à 17h;(8h30 à 12h et 13h30 à 17h30 pendant les congés scolaires);01 48 53 09 12 Consultations de gynécologie, pré et postnatale, planification familiale, gratuites et sur rendez-vous.;Examens gynécologiques habituels, mise à disposition de préservatifs masculins et féminins, moyens de contraception d’urgence. Présence d'une conseillère conjugale et familiale.;Lundi de 13h à 15h - Vendredi de 14h à 16h",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-orly/,"15, rue Christophe Colomb","94310, ORLY",94,11
Centre Municipal de Santé Les Moulins,Centre de Planification et d'Education Familiale - Centre de Santé,IVG médicamenteuse,Accueil;Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 19h;Le samedi de 8h30 à 12h;01 83 72 20 11 Consultations IVG sur RDV;Lundi après-midi;Standard: 01 83 72 20 10,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-les-moulins-2/,40 rue Auguste Poullain,"93200, SAINT-DENIS",93,11
Le Planning Familial – 75,Planning familial,,01 42 60 93 20 ,https://www.ivglesadresses.org/centre_davortement/planning-familial-75/,"10, rue Vivienne","75002, PARIS",75,11
Centre Hospitalier Louis Domergue – CHU de Martinique,,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Standard: 05 96 66 46 00 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-louis-domergue-chu-de-martinique/,Rue Jean-Eugène Fatier,"97220, TRINITE",972,02
Centre Hospitalier de Longjumeau,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Secrétariat;Lundi, mercredi et vendredi;De 9h à 13h et de 14h à 16h;01 64 48 20 20 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 64 54 33 33",https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-longjumeau/,159 rue du Président François Mitterrand,"91161, LONGJUMEAU",91,11
Centre Hospitalier de Béziers,Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,04 67 35 77 08 Consultations sur RDV du lundi au vendredi matin;04 67 35 70 30,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-beziers/,ZAC de Montimaran,"34500, BEZIERS",34,76
Centre Hospitalier Intercommunal de Créteil,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h30;01 45 17 55 47 / 01 45 17 55 40 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 45 17 50 00,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-intercommunal-creteil/,40 avenue de Verdun,"94000, CRETEIL",94,11
Sophie Ledoux,Cabinet sage-femme,IVG médicamenteuse,03 24 33 30 96 ,https://www.ivglesadresses.org/centre_davortement/sophie-ledoux/,"3, place Gaston Deferre","08000, Charleville-Mézières",08,44
Centre Hospitalier Saint-Dizier,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,03 25 56 84 37 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-saint-dizier/,1 rue Albert Shweitzer,"52125, Saint-Dizier",52,44
Dr Laurence DAIX,Cabinet médical,IVG médicamenteuse,"01 45 85 66 97 Consultations sans RDV;Du lundi au mercredi, 10h30-12h et 16h-18h30, jeudi 11h-13h puis 14h-16h, vendredi 10h-12h puis 14h-16h, samedi 10h-12h.",https://www.ivglesadresses.org/centre_davortement/dr-jean-pierre-dodeman/,56 rue de Domrémy,"75013, PARIS",75,11
Centre de Planification et d’Education Familiale BRUYERES,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.50.52.66 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-bruyeres/,"31, avenue de Lattre de Tassigny","88600, Bruyères",88,44
Centre de PMI et de Planification Chennevières-sur-Marne,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 45 94 64 00 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-chennevieres-sur-marne/,"20, villa Corse","94430, CHENNEVIERES-SUR-MARNE",94,11
Dr Myriam MANSOUR HUGUES,Cabinet médical,IVG médicamenteuse,01 53 46 07 02 ,https://www.ivglesadresses.org/centre_davortement/dr-myriam-mansour-hugues/,5B Avenue de Saint-Mandé,"75012, PARIS",75,11
Christina OBERTSAUBER,Cabinet sage-femme,IVG médicamenteuse,09.73.01.96.01 ,https://www.ivglesadresses.org/centre_davortement/christina-obertsauber/,10 boulevard Raspail,"75007, Paris",75,11
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 33 12 42 25 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-23/,"16, rue des Capucins","61200, Argentan",61,28
Hôpital Joseph DUCUING,Hôpital privé,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,"Pour prendre RDV: 05 61 77 50 79 Consultations sans rendez-vous;Lundi de 9h à 12h;Mercredi de 9h à 17h;Vendredi de 9h à 12h (sauf certains vendredi, il est préférable d'appeler)",https://www.ivglesadresses.org/centre_davortement/hopital-joseph-ducuing/,15 rue de Varsovie,"31000, TOULOUSE",31,76
Juliane RAOUL,Cabinet sage-femme,IVG médicamenteuse,Ouverture et contact du lundi au vendredi de 08h30 à 19h;06 77 52 47 49 ,https://www.ivglesadresses.org/centre_davortement/juliane-raoul-2/,Rue Henri Bouvier,"73630, Le Châtelard",73,84
Dr Elisabeth RANQUE,Cabinet médical,IVG médicamenteuse,04 90 93 68 76 ,https://www.ivglesadresses.org/centre_davortement/dr-elisabeth-ranque/,"40, rue Genive","13200, ARLES",13,93
Clinique de Champagne,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,03 25 71 11 00 03 25 71 69 97,https://www.ivglesadresses.org/centre_davortement/clinique-de-champagne/,4 rue Chaim Soutine,"10012, Troyes",10,44
Centre de Planification et d’Education Familiale,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.23.41.41 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale/,"1, rue Georges Lang","88200, Remiremont",88,44
M. Nicolas Dutriaux Sage-femme,,IVG médicamenteuse,06 12 89 22 64 ,https://www.ivglesadresses.org/centre_davortement/m-nicolas-dutriaux-sage-femme/,2 Avenue du Bol d'air,"95220, Herblay",95,11
Centre médical Calmette,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Ouvert;Du lundi au vendredi de 8h à 12h et de 14h à 20h;Samedi de 8h à 12h;01 48 90 24 00 ,https://www.ivglesadresses.org/centre_davortement/centre-medical-calmette/,35 rue du docteur Calmette,"94310, ORLY",94,11
Dr Laurence DAIX,Cabinet médical,IVG médicamenteuse,"01 45 85 66 97 Consultations sans RDV;Du lundi au mercredi, 10h30-12h et 16h-18h30, jeudi 11h-13h puis 14h-16h, vendredi 10h-12h puis 14h-16h, samedi 10h-12h.",https://www.ivglesadresses.org/centre_davortement/dr-jean-pierre-dodeman/,56 rue de Domrémy,"75013, PARIS",75,11
Centre de PMI et de Planification de Bobigny,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au vendredi de 9h à 17h;01 71 29 54 93 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-bobigny/,"60, Rue Marcel Cachin","93000, BOBIGNY",93,11
Dr Claude VAN VALENBERG,Cabinet médical,IVG médicamenteuse,Du lundi au vendredi;9h-12h et 14h-18h;02 99 54 78 38 ,https://www.ivglesadresses.org/centre_davortement/dr-claude-van-valenberg/,7 rue d'Armagnac,"35000, RENNES",35,53
Centre de Planification et d’Education Familiale Metz,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Mardi et jeudi de 10h30 à 19h;03 87 34 73 75 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-metz/,Ile du Saulcy - Batiment Simone Veil,"57012, Metz",57,44
Fabienne LATOUR DIVINE,Cabinet sage-femme,IVG médicamenteuse,07 67 29 06 34 ,https://www.ivglesadresses.org/centre_davortement/fabienne-latour-divine/,Centre Médical Municipal Raymond Burgos,"92150, Suresnes",92,11
Dr René BERGER,Cabinet médical,IVG médicamenteuse,04 42 26 18 70 ,https://www.ivglesadresses.org/centre_davortement/dr-rene-berger-2/,10 Boulevard du Roy René,"13100, AIX-EN-PROVENCE",13,93
Dr Eva DECOTTE,Cabinet médical,IVG médicamenteuse,05 62 36 85 93 ,https://www.ivglesadresses.org/centre_davortement/dr-eva-decotte/,3 Avenue du Bois,"65800, AUREILHAN",65,76
Isabelle Métais,Cabinet sage-femme,IVG médicamenteuse,02.32.86.87.10 ,https://www.ivglesadresses.org/centre_davortement/isabelle-metais/,"34, Route de la Capelle","76780, CROISY SUR ANDELLE",76,28
Centre Hospitalier de RODEZ,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,05 65 55 17 40 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-rodez/,Rue Copenhague - ZAC Bourran,"12000, RODEZ",12,76
Dr Robert CHERBUT,Cabinet médical,IVG médicamenteuse,04 76 48 94 01 ,https://www.ivglesadresses.org/centre_davortement/dr-robert-cherbut/,22 Cours de la Libération,"38100, GRENOBLE",38,84
CH J.Monod Flers,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Lun/jeu: 8h30-17h30;vend:8h30-17h;02-33-62-61-10 ,https://www.ivglesadresses.org/centre_davortement/ch-j-monod-flers/,rue Eugéne Garnier,"61100, Flers",61,28
Dr Patrick Petit,Cabinet médical,IVG médicamenteuse,02 35 72 50 36 ,https://www.ivglesadresses.org/centre_davortement/dr-patrick-petit/,449 Rue de Paris,"449 Rue de Paris, SOTTEVILLE-LES-ROUEN",44,52
Centre de PMI et de Planification d’Evry L’Agora,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Accueil;Lundi, Mardi, Mercredi, Jeudi - De 9h à 12h et de 13h30 à 17h;Vendredi - De 9h à 12h;01 60 79 41 35 ",https://www.ivglesadresses.org/centre_davortement/centre-pmi-devry-lagora/,11 boulevard de l'Europe,"91000, EVRY",91,11
Dr Philippe CORJON – Polyclinique de la Forêt,Cabinet médical,IVG médicamenteuse,Accueil téléphonique de 9h à 12h15 et de 14h à 18h - Le samedi de 9h à 12h;01 60 71 97 15 ,https://www.ivglesadresses.org/centre_davortement/dr-philippe-corjon/,Polyclinique de la Forêt - Cabinet Médical La Villa Blanche,"77300, FONTAINEBLEAU",77,11
Dr Jean-Louis GRAMFORT,Cabinet médical,IVG médicamenteuse,04 93 87 90 91 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-louis-gramfort/,4 rue Grimaldi,"06000, NICE",06,93
Dr Sun-Young PARK,Cabinet médical,IVG médicamenteuse,Secrétariat ouvert de 10h à 13h et de 14h à 18h;01 44 74 83 75 ,https://www.ivglesadresses.org/centre_davortement/dr-sun-young-park/,36-44 rue de Wattignies,"75012, PARIS",75,11
Dr Gaël BERNARD,Cabinet médical,IVG médicamenteuse,04 72 42 25 38 www.msptassin.com,https://www.ivglesadresses.org/centre_davortement/dr-gael-bernard/,Maison de Santé Pluriprofessionnelle,"69160, TASSIN-LA-DEMI-LUNE",69,84
Dr François DE GOLMARD,Cabinet médical,IVG médicamenteuse,02 35 80 20 80 ,https://www.ivglesadresses.org/centre_davortement/dr-francois-de-golmard/,300 Route De Rouen,"76520, BOOS",76,28
Dr Riad MIMARI,Cabinet médical,IVG médicamenteuse,04 91 37 02 69 ,https://www.ivglesadresses.org/centre_davortement/dr-riad-mimari/,"2, rue Louis Maurel","13006, MARSEILLE",13,93
